4, 13
5, 13
5, 13
5, 12
4, 12
5, 12
5, 13
5, 13
4, 13
4, 12
4, 11
3, 11
3, 10
2, 10
2, 11
3, 11
4, 11
4, 12
3, 12
2, 12
2, 13
1, 13
0, 13
0, 14
0, 15
0, 14
0, 13
1, 13
2, 13
2, 13
3, 13
2, 13
2, 12
1, 12
0, 12
0, 12
1, 12
1, 12
1, 12
1, 12
1, 13
2, 13
2, 13
2, 14
3, 14
4, 14
4, 13
5, 13
5, 13
5, 12
6, 12
6, 13
5, 13
6, 13
7, 13
7, 14
7, 13
7, 13
8, 13
8, 13
9, 13
9, 13
8, 13
9, 13
9, 12
9, 11
8, 11
9, 11
9, 12
9, 12
8, 12
8, 12
8, 12
8, 11
9, 11
9, 10
10, 10
9, 10
10, 10
10, 10
10, 11
10, 11
9, 11
9, 11
9, 11
9, 12
9, 13
9, 14
9, 13
9, 14
9, 14
9, 14
9, 13
8, 13
9, 13
9, 14
9, 13
8, 13
8, 14
9, 14
9, 13
RDULRDDLUULULDRRDLLDLLDDUURRRRLULLLRUUUDRUDRRURUURDLRRDUURRRRLRUULRDRLUDURURLRUDDLLDDDDUDRRULRDULDRU
NNNTNNHNTTNHNNNTTTNHHNTNHTHHHHHNNTTHNNNHHHNNTHNNNNNNNNNNNNTNNNNNTHTNNTNNNTHNHNNTNHTTNNHNHNHNHNHNNTHN
