88, 35
89, 35
89, 36
88, 36
88, 35
88, 36
88, 35
88, 36
88, 35
88, 36
89, 36
89, 36
89, 36
88, 36
88, 36
88, 36
88, 35
89, 35
89, 36
89, 35
88, 35
88, 34
88, 33
87, 33
88, 33
88, 32
88, 33
89, 33
88, 33
87, 33
87, 34
88, 34
89, 34
88, 34
88, 33
88, 33
88, 32
88, 31
88, 30
89, 30
89, 29
89, 30
89, 29
88, 29
88, 28
88, 29
89, 29
89, 30
89, 31
88, 31
87, 31
86, 31
86, 32
87, 32
87, 31
88, 31
87, 31
86, 31
86, 32
86, 31
87, 31
86, 31
86, 31
86, 31
86, 31
87, 31
88, 31
87, 31
86, 31
87, 31
87, 30
87, 30
87, 30
87, 31
86, 31
87, 31
87, 32
87, 31
86, 31
86, 32
86, 31
86, 31
86, 31
85, 31
86, 31
85, 31
84, 31
84, 32
84, 33
85, 33
84, 33
84, 34
83, 34
84, 34
85, 34
84, 34
85, 34
85, 35
85, 34
85, 35
85, 36
RULDUDUDURUULLUDRUDLDDLRDURLLURRLDRDDDRDUDLDURUULLLURDRLLUDRLDDDRRLLRDLLULRUDLUDUDLRLLUURLULRRLRUDUU
TTNNNNNNNTTTNNNNTTTNNTTHTTHTTTNNNTHTHNHTHTTNHTHHHNNNNNHNNNNNNNNNNHNNNTTTNNNNNNNNNTNNNHTHTHNNHHHHNHNN
