63, 0
63, 1
64, 1
63, 1
63, 1
63, 1
63, 0
64, 0
64, 0
63, 0
64, 0
64, 1
65, 1
64, 1
64, 1
64, 2
64, 1
65, 1
66, 1
67, 1
67, 1
67, 0
66, 0
65, 0
64, 0
64, 1
64, 2
65, 2
64, 2
65, 2
65, 1
65, 0
65, 1
66, 1
65, 1
65, 0
66, 0
65, 0
66, 0
66, 1
66, 1
66, 2
66, 2
67, 2
66, 2
66, 1
67, 1
68, 1
68, 0
69, 0
68, 0
68, 0
68, 1
68, 0
67, 0
67, 0
68, 0
67, 0
68, 0
67, 0
67, 0
67, 1
68, 1
68, 0
68, 0
68, 0
67, 0
67, 1
67, 0
67, 0
67, 0
66, 0
67, 0
66, 0
67, 0
68, 0
68, 0
68, 1
68, 2
68, 2
67, 2
67, 2
67, 2
66, 2
66, 3
65, 3
65, 3
66, 3
66, 4
66, 4
66, 4
66, 4
66, 5
66, 6
66, 7
67, 7
67, 6
66, 6
67, 6
67, 7
67, 8
URLUUDRULRURLUUDRRRUDLLLUURLRDDURLDRLRURUDRLDRRDRLDUDLDRLRLUURDDDLUDDDLRLRRDUULLRULULLRULLLUUURDLRUU
NNNNNNNTNTNTNNHNTNNHNNNTNHNHTTTTNTNNNNNNHHNTNHNHNHHTHNHHHTNNNNHHHNHNNNNNNTHHNTTTNNHNHHHTTTTHNNHNNNHN
