57, 5
57, 4
57, 3
57, 2
57, 3
57, 2
57, 3
58, 3
58, 2
58, 2
58, 1
58, 1
59, 1
58, 1
58, 2
59, 2
58, 2
59, 2
60, 2
60, 1
60, 2
59, 2
59, 2
58, 2
57, 2
57, 2
57, 1
57, 1
58, 1
58, 1
57, 1
57, 0
57, 0
56, 0
55, 0
55, 0
55, 0
55, 0
55, 0
54, 0
54, 1
54, 2
54, 2
54, 1
55, 1
55, 1
55, 0
55, 0
55, 1
55, 2
55, 2
55, 2
55, 2
56, 2
57, 2
57, 3
57, 2
58, 2
57, 2
58, 2
58, 2
58, 1
58, 2
57, 2
58, 2
58, 1
58, 2
58, 2
58, 1
59, 1
60, 1
60, 0
60, 0
61, 0
62, 0
62, 0
62, 0
62, 1
62, 2
62, 3
62, 3
62, 2
63, 2
63, 2
64, 2
64, 3
63, 3
63, 3
63, 4
63, 5
63, 4
63, 3
64, 3
64, 4
64, 4
65, 4
66, 4
65, 4
66, 4
65, 4
65, 4
DDDUDURDLDLRLURLRRDULDLLRDURDLDRLLDDDLLUULDRUDRUUULURRUDRLRRDULRDUUDRRDDRRDDUUUUDRDRULLUUDDRULRRLRLL
NHTHTHNNNTTNHNNNNNHTNNNTTNNTTNTTTTTTTTNHNNHTTTTTNNNNHTHTNTNNTNTNTNNTNNTTNHNNNHHHHTTNHHNNNNNHHHHTHTHH
