53, 43
52, 43
51, 43
51, 42
51, 43
52, 43
52, 43
51, 43
51, 42
50, 42
50, 42
50, 43
49, 43
48, 43
48, 42
48, 43
48, 44
48, 45
48, 45
47, 45
47, 44
46, 44
46, 43
46, 42
47, 42
46, 42
46, 43
46, 42
46, 41
47, 41
46, 41
46, 42
46, 43
46, 42
47, 42
48, 42
48, 42
48, 43
47, 43
46, 43
45, 43
45, 43
45, 44
44, 44
43, 44
43, 45
43, 44
42, 44
42, 43
41, 43
41, 44
42, 44
41, 44
41, 44
41, 44
42, 44
43, 44
43, 45
42, 45
42, 44
41, 44
41, 44
41, 44
41, 45
41, 44
41, 43
40, 43
40, 42
40, 42
41, 42
41, 43
42, 43
42, 44
41, 44
41, 45
41, 44
41, 44
41, 43
40, 43
40, 43
40, 42
40, 42
40, 42
40, 42
40, 43
40, 42
40, 41
40, 41
40, 42
41, 42
40, 42
40, 43
40, 42
41, 42
41, 42
42, 42
42, 41
43, 41
43, 41
43, 42
43, 41
LLDURRLDLLULLDUUUULDLDDRLUDDRLUUDRRRULLLRULLUDLDLURLLLRRULDLULUDDLDDRURULUDDDLLDRDDUDDDURLUDRURDRRUD
NHTHNHHTNNNNHTHNNNNNTNTNTNTTTTTNTHTTHNNNNNHHTHNHTHNHHHNTTNNHHHTHTNNNNTTTHNHHTNNNHNNNNHHNNNNHNNNNNNTN
