31, 34
31, 34
32, 34
32, 33
32, 32
32, 31
32, 30
33, 30
32, 30
32, 31
33, 31
33, 32
34, 32
34, 32
34, 33
34, 32
34, 31
35, 31
35, 31
36, 31
35, 31
35, 31
35, 31
35, 32
35, 31
35, 31
35, 31
35, 31
35, 32
35, 32
36, 32
36, 31
36, 31
37, 31
37, 32
38, 32
38, 33
38, 34
37, 34
38, 34
38, 33
38, 32
37, 32
38, 32
39, 32
38, 32
38, 31
38, 32
39, 32
40, 32
40, 33
41, 33
41, 34
41, 34
41, 34
40, 34
40, 33
39, 33
38, 33
37, 33
38, 33
37, 33
37, 34
37, 34
38, 34
38, 35
38, 35
38, 34
38, 35
38, 35
38, 35
39, 35
40, 35
41, 35
42, 35
41, 35
40, 35
40, 36
40, 35
40, 34
41, 34
41, 34
41, 34
41, 34
41, 34
41, 35
40, 35
41, 35
41, 34
40, 34
40, 34
41, 34
41, 35
41, 34
41, 35
42, 35
43, 35
42, 35
41, 35
41, 34
41, 33
LRDDDDRLURURDUDDRDRLDDUDDDRUDRDRRURUULRDDLRRLDURRURURRLDLLLRLURRURDULLRRRRLLUDDRRRRRULRDLLRUDURRLLDD
NNTTNHNHNNHNNTNTNNNNNNNNTNNNNTNNHHHNNTNNHNHTHTHTTNTNNNNNTNHNNTTNNNTNNNNNNTNNNNNNNNNNNNNTNNNNNNHNTNNT
