31, 41
31, 41
31, 41
30, 41
31, 41
31, 40
32, 40
32, 39
31, 39
31, 38
31, 38
30, 38
30, 37
30, 38
29, 38
28, 38
29, 38
29, 39
29, 40
29, 40
29, 41
30, 41
30, 42
29, 42
30, 42
29, 42
29, 41
29, 40
30, 40
29, 40
28, 40
29, 40
28, 40
29, 40
30, 40
30, 40
30, 39
30, 40
29, 40
28, 40
29, 40
29, 41
29, 42
29, 43
29, 43
29, 42
29, 41
30, 41
29, 41
30, 41
30, 40
30, 40
31, 40
31, 41
31, 40
31, 41
32, 41
33, 41
33, 41
32, 41
33, 41
33, 42
33, 43
33, 44
33, 43
32, 43
32, 44
33, 44
34, 44
34, 43
35, 43
35, 43
35, 43
34, 43
33, 43
32, 43
31, 43
31, 44
31, 44
30, 44
31, 44
30, 44
31, 44
31, 43
30, 43
31, 43
30, 43
30, 42
30, 43
30, 42
29, 42
29, 43
29, 42
29, 43
28, 43
28, 43
28, 42
28, 41
29, 41
30, 41
30, 40
ULLRDRDLDDLDULLRUURURULRLDDRLLRLRRUDULLRUUUUDDRLRDURUDURRRLRUUUDLURRDRLULLLLURLRLRDLRLDUDLUDULUDDRRD
TTNTHHTNNNNHNNNNTHHHNHNHNNHNHHHHHNNNNHHHNNNNNNNNNNNHTHHNHHNHNNNNTNNTNNNNNNNTNNHNHNTNTNHNHNTNNNNNTNNN
